message;intent;confidence;new_intent;date;status
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Belo Horizonte barreiro";irrelevant;1.000000000000000;NULL;2020-03-04;new
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Tentar;reagendamento;0.543081879615784;NULL;2020-03-04;approved
Ortopedista.;irrelevant;1.000000000000000;NULL;2020-03-04;new
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Endocrinologista;irrelevant;1.000000000000000;NULL;2020-03-04;new
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
"Clínico Geral";consultas;0.489806509017944;NULL;2020-03-04;approved
"Ribeirão Preto clínica amor e saúde cartão de todos";informacoes_clinica;0.687580728530884;irrelevant;2020-03-04;approved
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Gostaria de genda uma  consulta";agendamento;0.344533312320709;NULL;2020-03-04;new
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
"Retorno com ortopedista";consultas;0.298412897297206;NULL;2020-03-04;new
"Clínica dependente de Ribeirão";endereco_clinica;0.711129283905029;irrelevant;2020-03-04;approved
"Preciso marcar consulta com dermatologista para esta semana";consultar_confirmar_consulta_agendada;0.304122304916382;NULL;2020-03-04;new
"Ribeirão preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
Agenda;agendamento;0.919008874893189;NULL;2020-03-04;new
"Amor saúde de Caxias do Sul  Rio Grande do sul";irrelevant;1.000000000000000;NULL;2020-03-04;new
Ofitomologia;irrelevant;1.000000000000000;NULL;2020-03-04;new
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
Ofotomologista;irrelevant;1.000000000000000;NULL;2020-03-04;new
Agendamento;agendamento;0.923133182525635;NULL;2020-03-04;approved
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Médico de olho";agendamento;0.760935640335083;NULL;2020-03-04;new
"Ribeirão Preto SP";irrelevant;1.000000000000000;NULL;2020-03-04;new
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Caxias do Sul";irrelevant;1.000000000000000;NULL;2020-03-04;new
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
"Clínico geral";consultas;0.489806509017944;NULL;2020-03-04;approved
"Boa tarde";irrelevant;1.000000000000000;NULL;2020-03-04;new
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Oi;irrelevant;1.000000000000000;NULL;2020-03-04;new
"07/03/2020 às 10:00";odontologia;0.532441544532776;NULL;2020-03-04;approved
Outros;reagendamento;0.213940213266059;NULL;2020-03-04;new
Neuro;irrelevant;1.000000000000000;NULL;2020-03-04;new
"Marcar consulta";agendamento;0.436923480033875;NULL;2020-03-04;new
"07/03/2020 às 11:00";agendamento;0.431260442733765;NULL;2020-03-04;new
"Ribeirão preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Proctologista;irrelevant;1.000000000000000;NULL;2020-03-04;new
Reagendar;reagendamento;0.993314123153687;NULL;2020-03-04;new
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
"Ribeirão preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Clínico geral";consultas;0.489806509017944;NULL;2020-03-04;approved
"Belo Horizonte";irrelevant;1.000000000000000;NULL;2020-03-04;new
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Ginecologista;irrelevant;1.000000000000000;NULL;2020-03-04;new
Barreiro;irrelevant;1.000000000000000;NULL;2020-03-04;new
Barreiro;irrelevant;1.000000000000000;NULL;2020-03-04;new
"04/03/2020 as 14h";agendamento;0.431260442733765;NULL;2020-03-04;new
Cardiologista;irrelevant;1.000000000000000;NULL;2020-03-04;new
Outros;reagendamento;0.213940213266059;NULL;2020-03-04;new
"Marcar consulta";agendamento;0.436923480033875;NULL;2020-03-04;new
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
"Conversar com um atendente";irrelevant;1.000000000000000;NULL;2020-03-04;new
Tentar;reagendamento;0.543081879615784;NULL;2020-03-04;approved
"04/03/2020 as 15:00";agendamento;0.431260442733765;NULL;2020-03-04;new
"Receita de oftalmologista errada";irrelevant;1.000000000000000;NULL;2020-03-04;new
"Clínica independência ribeirão preto";endereco_clinica;0.691038799285889;irrelevant;2020-03-04;approved
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Cardiologista;irrelevant;1.000000000000000;NULL;2020-03-04;new
"Quero cancelar consulta";cancelamento;0.746812868118286;NULL;2020-03-04;new
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Cancelar consulta";cancelamento;0.882387638092041;NULL;2020-03-04;new
"Caxias do sul";irrelevant;1.000000000000000;NULL;2020-03-04;new
"Agendar,se possível pra hoje";irrelevant;1.000000000000000;NULL;2020-03-04;new
Cancelar;cancelamento;0.919271755218506;NULL;2020-03-04;new
Tentar;reagendamento;0.543081879615784;NULL;2020-03-04;approved
"Ribeirão preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
"Cancelar consulta";cancelamento;0.882387638092041;NULL;2020-03-04;new
"Clínico geral";consultas;0.489806509017944;NULL;2020-03-04;approved
Oi;irrelevant;1.000000000000000;NULL;2020-03-04;new
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
"Caxias do.sul";irrelevant;1.000000000000000;NULL;2020-03-04;new
Gastro;irrelevant;1.000000000000000;NULL;2020-03-04;new
"Caxias do sul";irrelevant;1.000000000000000;NULL;2020-03-04;new
"Belo Horizonte. Unidade Barreiro";telefone_unidade;0.835720491409302;irrelevant;2020-03-04;approved
"Belo Horizonte. Unidade Barreiro";telefone_unidade;0.835720491409302;irrelevant;2020-03-04;approved
"Cancelar consulta";cancelamento;0.882387638092041;NULL;2020-03-04;new
Sair;irrelevant;1.000000000000000;NULL;2020-03-04;new
"Tenho exame para agendar";agendamento;0.711378049850464;NULL;2020-03-04;new
"Belo Horizonte";irrelevant;1.000000000000000;NULL;2020-03-04;new
Encerrar;reagendamento;0.272212473521930;NULL;2020-03-04;new
Reagendar;reagendamento;0.993314123153687;NULL;2020-03-04;new
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Clínico geral";consultas;0.489806509017944;NULL;2020-03-04;approved
"Ja marquei";irrelevant;1.000000000000000;NULL;2020-03-04;new
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Pediatra;consultas;0.889589548110962;NULL;2020-03-04;new
"Quero saber sobre pronto-socorro";convenio_plano;0.696991491317749;emergencia_atendimento;2020-03-04;approved
"Qua valor da consulta?";epecialidades_valores;0.856407499313355;NULL;2020-03-04;new
Pronto-socorro;irrelevant;1.000000000000000;NULL;2020-03-04;new
Outros;reagendamento;0.213940213266059;NULL;2020-03-04;new
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Gostaria de saber se tem demartologista que atende aos sábados?";consultas;0.511507701873779;NULL;2020-03-04;new
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Convênio cartão de todos";convenio_plano;0.920719146728516;NULL;2020-03-04;approved
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Nao sou conveniada";senha_esqueci;0.685104370117188;irrelevant;2020-03-04;approved
"Valor da consulta do neuro";epecialidades_valores;0.863743734359741;NULL;2020-03-04;new
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Caxias do Sul.";irrelevant;1.000000000000000;NULL;2020-03-04;new
"Valor da consulta do neuro";epecialidades_valores;0.863743734359741;NULL;2020-03-04;new
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
Endocrinologista;irrelevant;1.000000000000000;NULL;2020-03-04;new
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Oi;irrelevant;1.000000000000000;NULL;2020-03-04;new
Oii;irrelevant;1.000000000000000;NULL;2020-03-04;new
Outros;reagendamento;0.213940213266059;NULL;2020-03-04;new
Cancelar;cancelamento;0.919271755218506;NULL;2020-03-04;new
Oftalmologista;irrelevant;1.000000000000000;NULL;2020-03-04;new
Oculista;irrelevant;1.000000000000000;NULL;2020-03-04;new
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Caxias do Sul";irrelevant;1.000000000000000;NULL;2020-03-04;new
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Tentar;reagendamento;0.543081879615784;NULL;2020-03-04;approved
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Neurologista;irrelevant;1.000000000000000;NULL;2020-03-04;new
Eletrocardiograma;irrelevant;1.000000000000000;NULL;2020-03-04;new
Ginecologista;irrelevant;1.000000000000000;NULL;2020-03-04;new
"Exame do coração ECG";procedimento_exame;0.697715473175049;NULL;2020-03-04;approved
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
Olá;irrelevant;1.000000000000000;NULL;2020-03-04;new
Cardiologista;irrelevant;1.000000000000000;NULL;2020-03-04;new
"Gostaria de marcar uma consulta";agendamento;0.410654711723328;NULL;2020-03-04;new
Tentar;reagendamento;0.543081879615784;NULL;2020-03-04;approved
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Psiquiatra;irrelevant;1.000000000000000;NULL;2020-03-04;new
Transferir;reagendamento;0.267411173688217;NULL;2020-03-04;new
"Clínico geral";consultas;0.489806509017944;NULL;2020-03-04;approved
Tentar;reagendamento;0.543081879615784;NULL;2020-03-04;approved
Transferir;reagendamento;0.267411173688217;NULL;2020-03-04;new
Cancelar;cancelamento;0.919271755218506;NULL;2020-03-04;new
Cancelamento;cancelamento;0.922911453247070;NULL;2020-03-04;new
"Tem horário com a ginecologista Ana Maria dia 12/03";consultas;0.770804452896118;NULL;2020-03-04;new
"Ribeirão preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Belo Horizonte barreiro";irrelevant;1.000000000000000;NULL;2020-03-04;new
"segue o numero do telefone 16,997693499";telefone_unidade;0.973187637329102;irrelevant;2020-03-04;approved
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Belo Horizonte";irrelevant;1.000000000000000;NULL;2020-03-04;new
"Ribeirão preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Cartão de todos";convenio_plano;0.772243452072144;NULL;2020-03-04;approved
"Ribeirao Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Poderia por favor marcar uma consulta pra dia 17/03/2020";agendamento;0.469706749916077;NULL;2020-03-04;new
"tentar novamente";reagendamento;0.520434093475342;NULL;2020-03-04;new
"Élcio Rogério de Melo Chaves";irrelevant;1.000000000000000;NULL;2020-03-04;new
"Quero cancelar";cancelamento;0.814666748046875;NULL;2020-03-04;new
Reagendamento;reagendamento;0.962261438369751;NULL;2020-03-04;new
Cancelar;cancelamento;0.919271755218506;NULL;2020-03-04;new
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"tentar agora";reagendamento;0.562409687042236;NULL;2020-03-04;new
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Ginecologista;irrelevant;1.000000000000000;NULL;2020-03-04;new
Reagendamento;reagendamento;0.962261438369751;NULL;2020-03-04;new
"Ribeirão preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Cardiologista;irrelevant;1.000000000000000;NULL;2020-03-04;new
agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
"12/03/2020 às 14:30";agendamento;0.431260442733765;NULL;2020-03-04;new
"Belo horizonte";irrelevant;1.000000000000000;NULL;2020-03-04;new
gastro;irrelevant;1.000000000000000;NULL;2020-03-04;new
Barreiro;irrelevant;1.000000000000000;NULL;2020-03-04;new
"Belo horizonte";irrelevant;1.000000000000000;NULL;2020-03-04;new
"13/03/2020 às 14:00";agendamento;0.431260442733765;NULL;2020-03-04;new
"Tenho cartão de todos";convenio_plano;0.756604957580567;NULL;2020-03-04;approved
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
Reagendar;reagendamento;0.993314123153687;NULL;2020-03-04;new
"Agendar consulta";agendamento;1.000000000000000;NULL;2020-03-04;new
"Convênio cartão de todos";convenio_plano;0.920719146728516;NULL;2020-03-04;approved
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Oftalmologista;irrelevant;1.000000000000000;NULL;2020-03-04;new
Alterar;reagendamento;0.919350957870484;NULL;2020-03-04;new
"10/03/2020 as 10:00";odontologia;0.532441544532776;NULL;2020-03-04;approved
Reagendar;reagendamento;0.993314123153687;NULL;2020-03-04;new
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Cardiologista;irrelevant;1.000000000000000;NULL;2020-03-04;new
"Ribeirão Preto.";irrelevant;1.000000000000000;NULL;2020-03-04;new
"17/03/2020 às 14 00";agendamento;0.431260442733765;NULL;2020-03-04;new
Ajuda;irrelevant;1.000000000000000;NULL;2020-03-04;new
Outros;reagendamento;0.213940213266059;NULL;2020-03-04;new
"Ribeirão Preto SP";irrelevant;1.000000000000000;NULL;2020-03-04;new
"17/03/2020as 15:00";irrelevant;1.000000000000000;NULL;2020-03-04;new
"17/03/2020 às 15:00";agendamento;0.431260442733765;NULL;2020-03-04;new
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Ribeirão preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Gostaria de remarcar o meu agendamento, que tinha sido mudado de horário, e eu não pude comparecer";senha_esqueci;0.286749196052551;agendamento;2020-03-04;approved
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
"Ribeirão preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
Cardiologia;irrelevant;1.000000000000000;NULL;2020-03-04;new
"5 encerrar";reagendamento;0.268671934033179;NULL;2020-03-04;new
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Pediatria;irrelevant;1.000000000000000;NULL;2020-03-04;new
Tentar;reagendamento;0.543081879615784;NULL;2020-03-04;approved
Exame;procedimento_exame;0.770387792587280;NULL;2020-03-04;approved
Tentar;reagendamento;0.543081879615784;NULL;2020-03-04;approved
Outros;reagendamento;0.213940213266059;NULL;2020-03-04;new
"Agendar com oftalmologista";agendamento;0.899542522430420;NULL;2020-03-04;new
"Marcar consulta";agendamento;0.436923480033875;NULL;2020-03-04;new
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Oftalmo;irrelevant;1.000000000000000;NULL;2020-03-04;new
Exame;procedimento_exame;0.770387792587280;NULL;2020-03-04;approved
"Ribeirao preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Menor de idade tem que estar acompanhado do responsável?";consultas;0.455049133300781;NULL;2020-03-04;new
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Ortopedista;irrelevant;1.000000000000000;NULL;2020-03-04;new
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Alterar;reagendamento;0.919350957870484;NULL;2020-03-04;new
Psicólogo;consultas;0.315879994251108;NULL;2020-03-04;new
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
"Dia 11 3 2020";odontologia;0.247134149338881;irrelevant;2020-03-04;approved
Urologista;irrelevant;1.000000000000000;NULL;2020-03-04;new
Psicologo;consultas;0.315879994251108;NULL;2020-03-04;new
Pediatra;consultas;0.889589548110962;NULL;2020-03-04;new
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Oftalmologista;irrelevant;1.000000000000000;NULL;2020-03-04;new
"Ribeirão preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Ribeirão preto SP";irrelevant;1.000000000000000;NULL;2020-03-04;new
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Gostaria de saber se tá agenda a minha consulta com a Dra Larissa.
Para o dia 09/03/2020 às 15:20:00?";consultar_confirmar_consulta_agendada;0.393449401855469;NULL;2020-03-04;new
Outros;reagendamento;0.213940213266059;NULL;2020-03-04;new
"1cartão de todos";convenio_plano;0.716820573806763;NULL;2020-03-04;approved
Alterar;reagendamento;0.919350957870484;NULL;2020-03-04;new
"11/03/2020 as 09:15";agendamento;0.431260442733765;NULL;2020-03-04;new
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"marcar consulta";agendamento;0.436923480033875;NULL;2020-03-04;new
"Marca consulta com a Dra Larissa para o dia 09/03/2020?";consultar_confirmar_consulta_agendada;0.350568068027496;NULL;2020-03-04;new
Agendamento;agendamento;0.923133182525635;NULL;2020-03-04;approved
"Belo Horizonte";irrelevant;1.000000000000000;NULL;2020-03-04;new
"Cartão de todos";convenio_plano;0.772243452072144;NULL;2020-03-04;approved
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Ribeirao Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Ribeirão preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
outros;reagendamento;0.213940213266059;NULL;2020-03-04;new
reagendar;reagendamento;0.993314123153687;NULL;2020-03-04;new
"Maria Clara Muniz Fracalossi";irrelevant;1.000000000000000;NULL;2020-03-04;new
"marcar cansulta";agendamento;0.494812130928040;NULL;2020-03-04;new
"Ribeirao Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Tentar;reagendamento;0.543081879615784;NULL;2020-03-04;approved
"riberão preto";irrelevant;1.000000000000000;NULL;2020-03-04;new
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Otorino;irrelevant;1.000000000000000;NULL;2020-03-04;new
Otorrino;irrelevant;1.000000000000000;NULL;2020-03-04;new
Pediatra;consultas;0.889589548110962;NULL;2020-03-04;new
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
"Eu só tô como uma dúvida, a minha consulta está agendada ou não?";consultar_confirmar_consulta_agendada;0.657259988784790;NULL;2020-03-04;new
Dermatologista;irrelevant;1.000000000000000;NULL;2020-03-04;new
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
Seguir;reagendamento;0.291932303708296;NULL;2020-03-04;new
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
"clinico geral";consultas;0.489806509017944;NULL;2020-03-04;approved
"Urologista e infectologista";irrelevant;1.000000000000000;NULL;2020-03-04;new
Tentar;reagendamento;0.543081879615784;NULL;2020-03-04;approved
"Sim está certo";curriculo_cadastrar;0.220572790596050;NULL;2020-03-04;new
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Pediatra;consultas;0.889589548110962;NULL;2020-03-04;new
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
"06/03/2020 ás 14:00";agendamento;0.431260442733765;NULL;2020-03-04;new
"Ribeirão preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Psiquiatria;irrelevant;1.000000000000000;NULL;2020-03-04;new
"Clínica de todos";informacoes_clinica;0.640087032318115;convenio_plano;2020-03-04;approved
"Poderia no dia 10/03/2019 as 9:00";odontologia;0.460912728309631;irrelevant;2020-03-04;approved
"Ribeirão preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"09/03/2020 ás 14:00";agendamento;0.431260442733765;NULL;2020-03-04;new
"RIBEIRÃO PRETO SP";irrelevant;1.000000000000000;NULL;2020-03-04;new
Cancelar;cancelamento;0.919271755218506;NULL;2020-03-04;new
"Quero um dia antes do dia 19";odontologia;0.559464621543884;irrelevant;2020-03-04;approved
Cancelar;cancelamento;0.919271755218506;NULL;2020-03-04;new
Obrigada;irrelevant;1.000000000000000;NULL;2020-03-04;new
Outros;reagendamento;0.213940213266059;NULL;2020-03-04;new
"Pra fazer um xecape tem que ser com o clínico";consultas;0.474488949775696;NULL;2020-03-04;new
"05/03/2020 ás 14:00";agendamento;0.431260442733765;NULL;2020-03-04;new
agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Outro;reagendamento;0.257067561609452;NULL;2020-03-04;new
"O valor da consulta pq esse valor";epecialidades_valores;0.961569452285767;NULL;2020-03-04;new
Clínico;consultas;0.493307948112488;NULL;2020-03-04;new
"Que dia tem disponivel á tarde?";consultas;0.671860933303833;NULL;2020-03-04;new
dermatologia;irrelevant;1.000000000000000;NULL;2020-03-04;new
"Quero agendar uma consulta com a dermatologista";agendamento;0.660463237762451;NULL;2020-03-04;new
"Tem geito";consultas;0.568760180473328;NULL;2020-03-04;new
Tentar;reagendamento;0.543081879615784;NULL;2020-03-04;approved
"11/03/2020 ás 14:00";agendamento;0.431260442733765;NULL;2020-03-04;new
"Qual um telefone pra mim entra em contato";telefone_unidade;0.937315559387207;NULL;2020-03-04;approved
"Ribeirão Preto-";irrelevant;1.000000000000000;NULL;2020-03-04;new
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Cardiologista;irrelevant;1.000000000000000;NULL;2020-03-04;new
"06/03/2020 ás 13:00";agendamento;0.431260442733765;NULL;2020-03-04;new
"Quero fala com um atendente";odontologia;0.637714099884033;irrelevant;2020-03-04;approved
"06/03/2020 ás 16:00";agendamento;0.431260442733765;NULL;2020-03-04;new
Outros;reagendamento;0.213940213266059;NULL;2020-03-04;new
Neurologista;irrelevant;1.000000000000000;NULL;2020-03-04;new
Barrinha;irrelevant;1.000000000000000;NULL;2020-03-04;new
"Fala com atendente";irrelevant;1.000000000000000;NULL;2020-03-04;new
"Ribeirão preto Barrinha";irrelevant;1.000000000000000;NULL;2020-03-04;new
"Ribeirão preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Boa tarde";irrelevant;1.000000000000000;NULL;2020-03-04;new
Otorrino;irrelevant;1.000000000000000;NULL;2020-03-04;new
"Ribeirão preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Vascular;irrelevant;1.000000000000000;NULL;2020-03-04;new
"Agenda ginecologista";agendamento;0.830144929885864;NULL;2020-03-04;new
"Novo agendamento";agendamento;0.923133182525635;NULL;2020-03-04;new
Angiologia;irrelevant;1.000000000000000;NULL;2020-03-04;new
"Boa tarde";irrelevant;1.000000000000000;NULL;2020-03-04;new
Seguir;reagendamento;0.291932303708296;NULL;2020-03-04;new
"Agendar uma consulta de ginecologista doutora luane";agendamento;0.852756977081299;NULL;2020-03-04;new
Ginecologista;irrelevant;1.000000000000000;NULL;2020-03-04;new
"Gostaria a doutora lune";endereco_clinica;0.575005841255188;agendamento;2020-03-04;approved
Luane;irrelevant;1.000000000000000;NULL;2020-03-04;new
"Ribeirão preto clínica independência";endereco_clinica;0.691038799285889;irrelevant;2020-03-04;approved
"Ribeirão preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Boa tarde";irrelevant;1.000000000000000;NULL;2020-03-04;new
"Ribeirão preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
Outros;reagendamento;0.213940213266059;NULL;2020-03-04;new
"Ribeirão preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Consulta pediatrica";consultas;0.414072442054749;NULL;2020-03-04;new
"Regendar pra hj";irrelevant;1.000000000000000;NULL;2020-03-04;new
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Outro;reagendamento;0.257067561609452;NULL;2020-03-04;new
Oftalmo;irrelevant;1.000000000000000;NULL;2020-03-04;new
"Cartão de todos";convenio_plano;0.772243452072144;NULL;2020-03-04;approved
Ortopedista;irrelevant;1.000000000000000;NULL;2020-03-04;new
"Meu nome e herophilo meu convênio  e cartão  de todos  minha consulta  e em Ribeirão Preto";consultar_confirmar_consulta_agendada;0.533711361885071;NULL;2020-03-04;new
"Ribeirão oreto";irrelevant;1.000000000000000;NULL;2020-03-04;new
"Queria agendar pra hoje";agendamento;0.987264680862427;NULL;2020-03-04;new
Urologista;irrelevant;1.000000000000000;NULL;2020-03-04;new
"Ribeirão preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Ribeirao preto   sp";irrelevant;1.000000000000000;NULL;2020-03-04;new
"Eu sou o titular";telefone_unidade;0.524682784080505;irrelevant;2020-03-04;approved
Tentar;reagendamento;0.543081879615784;NULL;2020-03-04;approved
"Ribeirao preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Urologista;irrelevant;1.000000000000000;NULL;2020-03-04;new
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Agendar consulta";agendamento;1.000000000000000;NULL;2020-03-04;new
O0983667801;irrelevant;1.000000000000000;NULL;2020-03-04;new
"Ginecologista e endócrino";irrelevant;1.000000000000000;NULL;2020-03-04;new
"Queria agendar uma consulta com o clínico geral em Ribeirão preto";agendamento;0.953218173980713;NULL;2020-03-04;new
"Ribeirão preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Nutricionista;irrelevant;1.000000000000000;NULL;2020-03-04;new
Agendamento;agendamento;0.923133182525635;NULL;2020-03-04;approved
"Tem dia 11as 14:40";consultas;0.605388641357422;NULL;2020-03-04;new
"Cartão de todos";convenio_plano;0.772243452072144;NULL;2020-03-04;approved
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
"Clínico geral";consultas;0.489806509017944;NULL;2020-03-04;approved
"Ribeirão preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Agendar consulta com ortopedista";agendamento;0.912026929855347;NULL;2020-03-04;new
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Ortopedia;irrelevant;1.000000000000000;NULL;2020-03-04;new
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
Endocrino;irrelevant;1.000000000000000;NULL;2020-03-04;new
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
"Ribeirão preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
Ortopedista;irrelevant;1.000000000000000;NULL;2020-03-04;new
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
Agendar;agendamento;0.962488365173340;NULL;2020-03-04;approved
Ginecologista;irrelevant;1.000000000000000;NULL;2020-03-04;new
"10/3/2020 as 10 horas";odontologia;0.465284729003906;irrelevant;2020-03-04;approved
"Ribeirão Preto";irrelevant;1.000000000000000;NULL;2020-03-04;approved
